File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF338YFQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR830FJY	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1253'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/54345/'], '@type': ['Target', 'Item'], 'name': 'SOX18-human', 'label': 'SOX18', '@id': '/targets/SOX18-human/', 'title': 'SOX18 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'cb0cfbe4-2aeb-4244-a08c-f5a8762cfb11', 'status': 'released'}				SOX18-human	DNA				formaldehyde		2020-08-28	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF016WME/, /files/ENCFF801JRG/, /files/ENCFF356LFX/, /files/ENCFF717RPJ/	146500	ENCODE Processing Pipeline	c3b15f3bae75e0c11d20e67ad8147da8		https://www.encodeproject.org/files/ENCFF338YFQ/@@download/ENCFF338YFQ.bed.gz				released	s3://encode-public/2020/08/22/b301a3a4-e7e9-42ca-baf4-e8da44d89cda/ENCFF338YFQ.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking		
ENCFF171ZNN	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR873LYH	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6945/'], '@type': ['Target', 'Item'], 'name': 'MLX-human', 'label': 'MLX', '@id': '/targets/MLX-human/', 'title': 'MLX (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'd0ee67e5-287f-412b-a935-4d4e6020b905', 'status': 'released'}				MLX-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF981QIO/, /files/ENCFF356LFX/, /files/ENCFF174OKT/, /files/ENCFF682OCA/	37839	ENCODE Processing Pipeline	598681e8dbb93ed49fc4294bbd72c868		https://www.encodeproject.org/files/ENCFF171ZNN/@@download/ENCFF171ZNN.bed.gz				released	s3://encode-public/2020/07/03/27bd9fdf-dc4f-4ff9-a1cd-cb7888598d44/ENCFF171ZNN.bed.gz	ENCODE4 v1.4.0 GRCh38	released			
ENCFF567CPM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR056VMR	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/22887/'], '@type': ['Target', 'Item'], 'name': 'FOXJ3-human', 'label': 'FOXJ3', '@id': '/targets/FOXJ3-human/', 'title': 'FOXJ3 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '7ca5fa27-66b4-4c77-9227-f47c2d765de6', 'status': 'released'}				FOXJ3-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF549RIK/, /files/ENCFF213VOZ/, /files/ENCFF356LFX/, /files/ENCFF987CYJ/	28917	ENCODE Processing Pipeline	f6c36db8a98e3a642133b515e38ae6e5		https://www.encodeproject.org/files/ENCFF567CPM/@@download/ENCFF567CPM.bed.gz				released	s3://encode-public/2020/07/06/3ee292cc-8b64-4f11-aa4b-6d62849e036c/ENCFF567CPM.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking		
ENCFF863ZFH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR125RFR	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/22926/'], '@type': ['Target', 'Item'], 'name': 'ATF6-human', 'label': 'ATF6', '@id': '/targets/ATF6-human/', 'title': 'ATF6 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '90338a36-9492-44ee-b464-0655eff2d911', 'status': 'released'}				ATF6-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF213VOZ/, /files/ENCFF279IPQ/, /files/ENCFF794UGS/, /files/ENCFF356LFX/	152104	ENCODE Processing Pipeline	7dba139384a66c92d2ee77041f4fc9d2		https://www.encodeproject.org/files/ENCFF863ZFH/@@download/ENCFF863ZFH.bed.gz				released	s3://encode-public/2020/07/04/974ceb5e-2596-45f1-b263-f3c5e03b509d/ENCFF863ZFH.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking		
ENCFF779CUH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR757HBB	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:SFPQ'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6421/'], '@type': ['Target', 'Item'], 'label': 'SFPQ', 'title': 'SFPQ (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'bd7e85d0-1809-4712-acc9-bd98006d477a', 'schema_version': '14', 'name': 'SFPQ-human', '@id': '/targets/SFPQ-human/', 'status': 'released'}				SFPQ-human	DNA				formaldehyde		2020-06-30	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF523VFB/, /files/ENCFF274YGG/, /files/ENCFF356LFX/, /files/ENCFF044PLM/	391015	ENCODE Processing Pipeline	02763ccaf72da27677f86996f5c02786		https://www.encodeproject.org/files/ENCFF779CUH/@@download/ENCFF779CUH.bed.gz				released	s3://encode-public/2020/06/29/4a3b3d69-0187-4d34-9d1d-8af0dbfe2f40/ENCFF779CUH.bed.gz	ENCODE4 v1.5.0 GRCh38	released	missing genetic modification reagents, borderline replicate concordance		
ENCFF565XMS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR330ADN	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										DDX20-human	DNA						2017-06-29	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF352CJI/, /files/ENCFF918CII/, /files/ENCFF628QAO/, /files/ENCFF217SKI/, /files/ENCFF356LFX/	44939	ENCODE Processing Pipeline	ebdf1fe157d1c5741a56edcdfe86069e		https://www.encodeproject.org/files/ENCFF565XMS/@@download/ENCFF565XMS.bed.gz				released	s3://encode-public/2021/02/04/f1e88285-1e3d-4067-a30c-76bce7e91170/ENCFF565XMS.bed.gz	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, mild to moderate bottlenecking		
ENCFF083GTV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR057DTZ	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:ZBTB11'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/27107/'], '@type': ['Target', 'Item'], 'label': 'ZBTB11', 'title': 'ZBTB11 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'e6b7c1f8-62d9-48fb-a633-b01a6c77ac69', 'schema_version': '14', 'name': 'ZBTB11-human', '@id': '/targets/ZBTB11-human/', 'status': 'released'}				ZBTB11-human	DNA				formaldehyde		2022-06-10	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF044JTQ/, /files/ENCFF356LFX/, /files/ENCFF620DRI/, /files/ENCFF897HIU/	53626	ENCODE Processing Pipeline	169be69044b9490756d4da450e52a8d0		https://www.encodeproject.org/files/ENCFF083GTV/@@download/ENCFF083GTV.bed.gz				released	s3://encode-public/2020/07/09/2cf2e21d-0da6-474a-96d6-85e47972f890/ENCFF083GTV.bed.gz	ENCODE4 v1.5.0 GRCh38	released	missing genetic modification reagents, missing genetic modification characterization, mild to moderate bottlenecking		
ENCFF371EUY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR984IXF	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/163051/'], '@type': ['Target', 'Item'], 'name': 'ZNF709-human', 'label': 'ZNF709', '@id': '/targets/ZNF709-human/', 'title': 'ZNF709 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '76d36998-eda2-4eec-9ee2-60c8c94753d5', 'status': 'released'}				ZNF709-human	DNA				formaldehyde		2020-06-30	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF375TMH/, /files/ENCFF356LFX/, /files/ENCFF244DYF/, /files/ENCFF954YHR/	320961	ENCODE Processing Pipeline	c063eb4d54aa386b8d15a9beb2453636		https://www.encodeproject.org/files/ENCFF371EUY/@@download/ENCFF371EUY.bed.gz				released	s3://encode-public/2020/06/29/fee0708c-78b3-42ac-ae5c-b6a7bb363ac8/ENCFF371EUY.bed.gz	ENCODE4 v1.5.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking		
ENCFF799MUM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR985MYI	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-760'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/163071/'], '@type': ['Target', 'Item'], 'name': 'ZNF114-human', 'label': 'ZNF114', '@id': '/targets/ZNF114-human/', 'title': 'ZNF114 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'ea9e2101-bfd5-4a34-8bd4-0907117365af', 'status': 'released'}				ZNF114-human	DNA				formaldehyde		2017-05-17	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF300ATN/, /files/ENCFF031UZD/, /files/ENCFF356LFX/, /files/ENCFF713QSG/, /files/ENCFF852BFO/, /files/ENCFF036EBY/, /files/ENCFF572KKC/, /files/ENCFF350INM/, /files/ENCFF556THS/	13399	ENCODE Processing Pipeline	f118b11576322f5abcc55868d2654ed9		https://www.encodeproject.org/files/ENCFF799MUM/@@download/ENCFF799MUM.bed.gz				released	s3://encode-public/2020/08/05/6a1bc8db-5113-417c-b753-7407d2b9dda6/ENCFF799MUM.bed.gz	ENCODE4 v1.5.0 GRCh38	released	missing genetic modification characterization, missing biosample characterization		
ENCFF699IZY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR877UJB	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1554'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7770/'], '@type': ['Target', 'Item'], 'name': 'ZNF227-human', 'label': 'ZNF227', '@id': '/targets/ZNF227-human/', 'title': 'ZNF227 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'fda6df5a-40c1-4e55-b164-b4c88be37ff8', 'status': 'released'}				ZNF227-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF356LFX/, /files/ENCFF716WEW/, /files/ENCFF676OIV/, /files/ENCFF771HCT/	39643	ENCODE Processing Pipeline	50c3d178daf9d02096047f9a59682bd3		https://www.encodeproject.org/files/ENCFF699IZY/@@download/ENCFF699IZY.bed.gz				released	s3://encode-public/2020/06/30/24c48ebf-078b-422a-88b0-4d888536f80e/ENCFF699IZY.bed.gz	ENCODE4 v1.5.0 GRCh38	released			
ENCFF193XBL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR224NFP	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1076'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/79088/'], '@type': ['Target', 'Item'], 'name': 'ZNF426-human', 'label': 'ZNF426', '@id': '/targets/ZNF426-human/', 'title': 'ZNF426 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '3e314cc2-36eb-41ea-b1ef-2878dc9265f2', 'status': 'released'}				ZNF426-human	DNA				formaldehyde		2017-03-16	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF031UZD/, /files/ENCFF300ATN/, /files/ENCFF852BFO/, /files/ENCFF036EBY/, /files/ENCFF341RMK/, /files/ENCFF356LFX/, /files/ENCFF713QSG/, /files/ENCFF341CQD/, /files/ENCFF350INM/	159784	ENCODE Processing Pipeline	5ddef8642d7da35c28f5efc65ab7fed6		https://www.encodeproject.org/files/ENCFF193XBL/@@download/ENCFF193XBL.bed.gz				released	s3://encode-public/2020/08/05/c13c8736-a5d6-4f63-b8cc-5758fa07b661/ENCFF193XBL.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification characterization, moderate library complexity, inconsistent platforms, missing biosample characterization, mild to moderate bottlenecking		
ENCFF529NGU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR174GOO	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10042/'], '@type': ['Target', 'Item'], 'name': 'HMGXB4-human', 'label': 'HMGXB4', '@id': '/targets/HMGXB4-human/', 'title': 'HMGXB4 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '6a6c1bc8-bd64-4c24-abf6-20841cce1f7d', 'status': 'released'}				HMGXB4-human	DNA						2018-10-30	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF723HPB/, /files/ENCFF005HJA/, /files/ENCFF304IJT/, /files/ENCFF356LFX/	545610	ENCODE Processing Pipeline	17c931547b05df23c81a591916861b24		https://www.encodeproject.org/files/ENCFF529NGU/@@download/ENCFF529NGU.bed.gz				released	s3://encode-public/2020/12/04/2f82fa9b-f9b6-488f-a8c1-8f0f9c62de17/ENCFF529NGU.bed.gz	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification reagents, borderline replicate concordance, missing biosample characterization		
ENCFF128AZO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR497JLX	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7003/'], '@type': ['Target', 'Item'], 'name': 'TEAD1-human', 'label': 'TEAD1', '@id': '/targets/TEAD1-human/', 'title': 'TEAD1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '8a929742-012b-441c-a1b0-3dfaa7d78ef7', 'status': 'released'}				TEAD1-human	DNA						2016-11-08	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF986DUN/, /files/ENCFF723HPB/, /files/ENCFF094MWN/, /files/ENCFF356LFX/	574091	ENCODE Processing Pipeline	9f9a3f2a1f9328af96dce98d6b4dc14e		https://www.encodeproject.org/files/ENCFF128AZO/@@download/ENCFF128AZO.bed.gz				released	s3://encode-public/2020/12/01/4f43b8c7-7d45-497a-b293-37b07576a9f9/ENCFF128AZO.bed.gz	ENCODE4 v1.6.1 GRCh38	released			
ENCFF414GKA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR198BHH	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/162972/'], '@type': ['Target', 'Item'], 'name': 'ZNF550-human', 'label': 'ZNF550', '@id': '/targets/ZNF550-human/', 'title': 'ZNF550 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'f5612107-f15b-43bd-85d7-cb1f66909d67', 'status': 'released'}				ZNF550-human	DNA				formaldehyde		2020-08-17	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF475JJP/, /files/ENCFF968SJO/, /files/ENCFF356LFX/, /files/ENCFF294NEM/	94916	ENCODE Processing Pipeline	19bcca110513f8d82bd8596e3c5d13c3		https://www.encodeproject.org/files/ENCFF414GKA/@@download/ENCFF414GKA.bed.gz				released	s3://encode-public/2020/05/14/9ac8e405-3185-4235-8a61-8fbfc0c9c70e/ENCFF414GKA.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF815SBJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR765MKZ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10589/'], '@type': ['Target', 'Item'], 'name': 'DRAP1-human', 'label': 'DRAP1', '@id': '/targets/DRAP1-human/', 'title': 'DRAP1 (Homo sapiens)', 'investigated_as': ['cofactor', 'transcription factor'], 'uuid': '9e53e769-9656-4eb8-8bd8-13ff4073f2cf', 'status': 'released'}				DRAP1-human	DNA						2016-11-08	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF723HPB/, /files/ENCFF356LFX/, /files/ENCFF446WTX/, /files/ENCFF887CCH/	427642	ENCODE Processing Pipeline	7ec3666dd132fd6b9523e4e76e8aa03a		https://www.encodeproject.org/files/ENCFF815SBJ/@@download/ENCFF815SBJ.bed.gz				released	s3://encode-public/2020/12/03/f3dc0ebc-b343-490c-a4ec-16a12442651d/ENCFF815SBJ.bed.gz	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification reagents, missing compliant biosample characterization		
ENCFF503IOR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR661IKO	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1407'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10906/'], '@type': ['Target', 'Item'], 'name': 'TRAFD1-human', 'label': 'TRAFD1', '@id': '/targets/TRAFD1-human/', 'title': 'TRAFD1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '7cdc5155-917a-4398-a25d-ae0290bfdad6', 'status': 'released'}				TRAFD1-human	DNA				formaldehyde		2020-08-28	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF241COZ/, /files/ENCFF980IWQ/, /files/ENCFF345TOW/, /files/ENCFF356LFX/	105640	ENCODE Processing Pipeline	e80f9876299bff23d0e57901a65a028a		https://www.encodeproject.org/files/ENCFF503IOR/@@download/ENCFF503IOR.bed.gz				released	s3://encode-public/2020/08/22/b8191ca2-ae4a-45c2-a4eb-6cdafcd942fc/ENCFF503IOR.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification reagents, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF743TLK	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR516VQK	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7727/'], '@type': ['Target', 'Item'], 'name': 'ZNF174-human', 'label': 'ZNF174', '@id': '/targets/ZNF174-human/', 'title': 'ZNF174 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '34074c6d-7a31-4a04-bcba-e7bd4847d0a6', 'status': 'released'}				ZNF174-human	DNA				formaldehyde		2017-04-06	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF713QSG/, /files/ENCFF036EBY/, /files/ENCFF274VMM/, /files/ENCFF852BFO/, /files/ENCFF615TLZ/, /files/ENCFF356LFX/, /files/ENCFF350INM/, /files/ENCFF300ATN/, /files/ENCFF031UZD/	14655	ENCODE Processing Pipeline	ca04bd85fe55472816ae8cc5ba9bc1a4		https://www.encodeproject.org/files/ENCFF743TLK/@@download/ENCFF743TLK.bed.gz				released	s3://encode-public/2020/08/01/fc6a7e89-3133-4c88-bd8e-02a7b7025443/ENCFF743TLK.bed.gz	ENCODE4 v1.5.0 GRCh38	released	missing genetic modification characterization, missing biosample characterization, mild to moderate bottlenecking		
ENCFF456USL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR490LWA	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-64'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/1054/'], '@type': ['Target', 'Item'], 'name': 'CEBPG-human', 'label': 'CEBPG', '@id': '/targets/CEBPG-human/', 'title': 'CEBPG (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '3091c41a-da23-4bca-8e63-b3046b71caa6', 'status': 'released'}		hg19 19 33642389 33900257		CEBPG-human	DNA						2017-04-14	ENCODE				1, 2	1_1, 2_1							/files/ENCFF823JEH/, /files/ENCFF356LFX/, /files/ENCFF450OMX/, /files/ENCFF344WOE/	734322	ENCODE Processing Pipeline	86756b46dddb3b3595e6126c895838ca		https://www.encodeproject.org/files/ENCFF456USL/@@download/ENCFF456USL.bed.gz				released	s3://encode-public/2020/12/04/61a76bcc-ea8a-4256-a9a9-4f87ae8ff9b6/ENCFF456USL.bed.gz	ENCODE4 v1.6.1 GRCh38	released	missing compliant biosample characterization, missing genetic modification characterization		
ENCFF436SNU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR543BVU	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SOX6-human	DNA						2017-06-29	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF243SVA/, /files/ENCFF221FGY/, /files/ENCFF356LFX/, /files/ENCFF746YUO/, /files/ENCFF622QQU/	22531	ENCODE Processing Pipeline	fc806274fcfcd06b9bee21043f82bc6f		https://www.encodeproject.org/files/ENCFF436SNU/@@download/ENCFF436SNU.bed.gz				released	s3://encode-public/2020/12/04/b0a97f37-a4e5-4849-bae9-34073581ca90/ENCFF436SNU.bed.gz	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption		
